library,operation,dtype,channels,duration_s,iterations,warmup,chunk_size,cold_cache,avg_ms,stddev_ms,p50_ms,p90_ms,p99_ms,cv
hound,streamed-read,f32,1,60,100,0,16384,0,10.572118,0.708952,10.307819,11.340331,13.461442,0.067059
hound,streamed-read,f32,1,60,100,0,4096,0,10.243724,0.40364,10.102085,10.825017,11.43198,0.039404
hound,streamed-read,f32,1,60,100,0,512,0,10.363864,0.679887,10.201868,10.920716,12.696578,0.065602
hound,streamed-read,f32,1,60,100,0,8192,0,10.491599,1.034088,10.165608,11.09785,14.037816,0.098563
hound,streamed-read,f32,2,10,100,0,1024,0,3.362352,0.183158,3.290769,3.54629,3.957452,0.054473
hound,streamed-read,f32,2,10,100,0,16384,0,3.348821,0.133675,3.302045,3.51998,3.86957,0.039917
hound,streamed-read,f32,2,10,100,0,4096,0,3.319776,0.121423,3.262284,3.461031,3.753068,0.036576
hound,streamed-read,f32,2,10,100,0,512,0,3.385986,0.144448,3.349811,3.548658,3.893525,0.042661
hound,streamed-read,f32,2,10,100,0,8192,0,3.347721,0.173356,3.304149,3.482287,3.687974,0.051783
hound,streamed-read,f32,2,1,100,0,1024,0,0.34418,0.021079,0.334895,0.36507,0.400809,0.061244
hound,streamed-read,f32,2,1,100,0,16384,0,0.328405,0.008991,0.32448,0.341187,0.360971,0.027377
hound,streamed-read,f32,2,1,100,0,4096,0,0.334851,0.012352,0.331817,0.347122,0.371294,0.036887
hound,streamed-read,f32,2,1,100,0,512,0,0.342265,0.014655,0.338633,0.361154,0.386437,0.042818
hound,streamed-read,f32,2,1,100,0,8192,0,0.33218,0.008053,0.330474,0.344554,0.353635,0.024244
hound,streamed-read,f32,2,300,100,0,1024,0,105.335818,4.72705,103.99634,110.37982,127.145405,0.044876
hound,streamed-read,f32,2,300,100,0,16384,0,104.536304,3.258176,103.268869,108.69069,115.443389,0.031168
hound,streamed-read,f32,2,300,100,0,4096,0,106.448076,6.275602,103.947784,113.331626,131.505956,0.058955
hound,streamed-read,f32,2,300,100,0,512,0,108.489991,9.65992,104.37812,122.559683,147.72559,0.08904
hound,streamed-read,f32,2,300,100,0,8192,0,105.743395,4.797679,104.18827,109.547595,124.530044,0.045371
hound,streamed-read,f32,2,30,100,0,1024,0,10.49584,1.001641,10.276541,11.093697,12.214056,0.095432
hound,streamed-read,f32,2,30,100,0,16384,0,10.254519,0.625391,10.14586,10.749374,12.667856,0.060987
hound,streamed-read,f32,2,30,100,0,4096,0,10.725091,1.259304,10.310817,11.720181,16.369284,0.117417
hound,streamed-read,f32,2,30,100,0,512,0,10.343156,0.902813,10.188637,10.90523,12.220012,0.087286
hound,streamed-read,f32,2,30,100,0,8192,0,10.248124,0.375113,10.126471,10.707349,11.694376,0.036603
hound,streamed-read,f32,2,5,100,0,1024,0,1.704624,0.09366,1.669062,1.81681,1.985229,0.054944
hound,streamed-read,f32,2,5,100,0,16384,0,1.695327,0.06652,1.676341,1.760652,1.947434,0.039238
hound,streamed-read,f32,2,5,100,0,4096,0,1.701164,0.084882,1.659758,1.812376,1.924684,0.049896
hound,streamed-read,f32,2,5,100,0,512,0,1.732643,0.245591,1.676028,1.753871,2.94535,0.141743
hound,streamed-read,f32,2,5,100,0,8192,0,1.721237,0.237218,1.659731,1.73997,2.956563,0.137818
hound,streamed-read,f32,2,600,100,0,1024,0,209.21889,9.006873,206.845544,215.300429,248.330139,0.04305
hound,streamed-read,f32,2,600,100,0,16384,0,212.967741,14.437329,208.893305,229.228078,266.557602,0.067791
hound,streamed-read,f32,2,600,100,0,4096,0,210.371153,7.588535,208.187295,218.29924,235.882206,0.036072
hound,streamed-read,f32,2,600,100,0,512,0,207.293928,4.388451,206.335004,212.500447,220.753438,0.02117
hound,streamed-read,f32,2,600,100,0,8192,0,214.613271,16.765603,207.81112,241.329691,273.454513,0.07812
hound,streamed-read,f32,2,60,100,0,1024,0,20.505666,0.809438,20.161579,21.286328,23.431461,0.039474
hound,streamed-read,f32,2,60,100,0,16384,0,20.7138,0.557285,20.549527,21.407932,22.629201,0.026904
hound,streamed-read,f32,2,60,100,0,4096,0,20.929376,0.861531,20.592307,22.215929,23.254248,0.041164
hound,streamed-read,f32,2,60,100,0,512,0,21.598724,1.872087,20.705935,24.272817,28.363203,0.086676
hound,streamed-read,f32,2,60,100,0,8192,0,20.923102,0.604119,20.659337,21.71893,23.538799,0.028873
hound,streamed-read,i16,1,10,100,0,1024,0,4.17399,0.116605,4.146689,4.223642,4.758019,0.027936
hound,streamed-read,i16,1,10,100,0,16384,0,4.167298,0.090762,4.142457,4.203473,4.577501,0.02178
hound,streamed-read,i16,1,10,100,0,4096,0,4.182826,0.074017,4.159397,4.282157,4.469855,0.017695
hound,streamed-read,i16,1,10,100,0,512,0,4.154214,0.049856,4.142074,4.18666,4.366592,0.012001
hound,streamed-read,i16,1,10,100,0,8192,0,4.150126,0.059297,4.132426,4.18459,4.412394,0.014288
hound,streamed-read,i16,1,1,100,0,1024,0,0.419517,0.010457,0.417222,0.422653,0.481544,0.024927
hound,streamed-read,i16,1,1,100,0,16384,0,0.416716,0.004977,0.415357,0.419594,0.43372,0.011943
hound,streamed-read,i16,1,1,100,0,4096,0,0.421033,0.011078,0.417408,0.429158,0.463963,0.026311
hound,streamed-read,i16,1,1,100,0,512,0,0.422748,0.007906,0.420423,0.430237,0.452008,0.018702
hound,streamed-read,i16,1,1,100,0,8192,0,0.420078,0.007983,0.417834,0.425239,0.438458,0.019004
hound,streamed-read,i16,1,300,100,0,1024,0,126.484199,1.441259,126.015192,128.227194,130.69611,0.011395
hound,streamed-read,i16,1,300,100,0,16384,0,126.762401,3.067684,125.957543,127.923733,140.942473,0.0242
hound,streamed-read,i16,1,300,100,0,4096,0,126.090582,1.21022,125.829553,127.534911,128.73418,0.009598
hound,streamed-read,i16,1,300,100,0,512,0,126.539298,1.612147,126.183133,128.211652,132.452911,0.01274
hound,streamed-read,i16,1,300,100,0,8192,0,126.296723,1.259916,125.907343,127.312867,130.390135,0.009976
hound,streamed-read,i16,1,30,100,0,1024,0,12.531178,0.14692,12.509717,12.627397,12.755949,0.011724
hound,streamed-read,i16,1,30,100,0,16384,0,12.737987,0.292113,12.642841,13.133903,13.639127,0.022932
hound,streamed-read,i16,1,30,100,0,4096,0,12.618433,0.277663,12.549854,12.741247,13.891664,0.022005
hound,streamed-read,i16,1,30,100,0,512,0,12.531013,0.175162,12.506018,12.672825,13.200344,0.013978
hound,streamed-read,i16,1,30,100,0,8192,0,12.659298,0.284714,12.59538,12.774904,13.947231,0.02249
hound,streamed-read,i16,1,5,100,0,1024,0,2.113583,0.044906,2.100217,2.144351,2.287211,0.021246
hound,streamed-read,i16,1,5,100,0,16384,0,2.114617,0.057369,2.094723,2.193835,2.331115,0.02713
hound,streamed-read,i16,1,5,100,0,4096,0,2.092156,0.042273,2.0823,2.117958,2.276762,0.020206
hound,streamed-read,i16,1,5,100,0,512,0,2.094009,0.062224,2.074805,2.130665,2.251882,0.029715
hound,streamed-read,i16,1,5,100,0,8192,0,2.087537,0.022554,2.081411,2.110739,2.176871,0.010804
hound,streamed-read,i16,1,600,100,0,1024,0,252.965966,4.887417,251.396476,257.844817,274.264824,0.01932
hound,streamed-read,i16,1,600,100,0,16384,0,252.012976,2.095064,251.375346,254.426392,259.442196,0.008313
hound,streamed-read,i16,1,600,100,0,4096,0,252.509697,4.511323,250.840956,260.125558,268.198326,0.017866
hound,streamed-read,i16,1,600,100,0,512,0,252.102038,4.258124,250.43516,257.268656,267.371038,0.01689
hound,streamed-read,i16,1,600,100,0,8192,0,253.555288,4.442428,252.09686,258.980882,271.244714,0.017521
hound,streamed-read,i16,1,60,100,0,1024,0,25.233597,0.504335,25.068674,25.586984,27.441337,0.019987
hound,streamed-read,i16,1,60,100,0,16384,0,25.237118,0.208897,25.247657,25.484894,25.966116,0.008277
hound,streamed-read,i16,1,60,100,0,4096,0,25.688242,1.218772,25.23061,27.357509,30.626944,0.047445
hound,streamed-read,i16,1,60,100,0,512,0,25.316413,0.527274,25.214242,25.503847,27.708934,0.020827
hound,streamed-read,i16,1,60,100,0,8192,0,25.316342,0.439496,25.133949,25.792054,26.567704,0.01736
hound,streamed-read,i16,2,10,100,0,1024,0,8.350709,0.127521,8.315594,8.463108,8.989406,0.015271
hound,streamed-read,i16,2,10,100,0,16384,0,8.275422,0.063071,8.25779,8.347974,8.429851,0.007621
hound,streamed-read,i16,2,10,100,0,4096,0,8.442171,0.279499,8.320878,8.856769,9.376821,0.033108
hound,streamed-read,i16,2,10,100,0,512,0,8.287747,0.055452,8.273067,8.345944,8.466927,0.006691
hound,streamed-read,i16,2,10,100,0,8192,0,8.447144,0.217816,8.372182,8.695516,9.210416,0.025786
hound,streamed-read,i16,2,1,100,0,1024,0,0.833105,0.015014,0.829216,0.840962,0.885519,0.018021
hound,streamed-read,i16,2,1,100,0,16384,0,0.831703,0.019933,0.826636,0.835539,0.956719,0.023967
hound,streamed-read,i16,2,1,100,0,4096,0,0.836465,0.019574,0.831298,0.849087,0.901147,0.023401
hound,streamed-read,i16,2,1,100,0,512,0,0.833383,0.005602,0.832063,0.839029,0.848794,0.006722
hound,streamed-read,i16,2,1,100,0,8192,0,0.832636,0.010458,0.830343,0.841351,0.869381,0.01256
hound,streamed-read,i16,2,300,100,0,1024,0,252.098333,4.121428,250.933495,253.856237,271.807017,0.016348
hound,streamed-read,i16,2,300,100,0,16384,0,250.362408,1.675721,249.907811,252.662801,254.803736,0.006693
hound,streamed-read,i16,2,300,100,0,4096,0,252.138977,3.44672,251.224795,254.919171,265.716314,0.01367
hound,streamed-read,i16,2,300,100,0,512,0,252.297807,3.859826,251.052791,256.536869,264.786241,0.015299
hound,streamed-read,i16,2,300,100,0,8192,0,251.318099,2.475244,250.58998,253.40846,260.865375,0.009849
hound,streamed-read,i16,2,30,100,0,1024,0,25.097877,0.199527,25.04306,25.360586,25.633104,0.00795
hound,streamed-read,i16,2,30,100,0,16384,0,25.317489,0.797131,25.025182,25.945753,28.072722,0.031485
hound,streamed-read,i16,2,30,100,0,4096,0,24.982888,0.206541,24.92527,25.194465,25.825633,0.008267
hound,streamed-read,i16,2,30,100,0,512,0,25.360748,0.99424,25.031695,26.159117,29.404503,0.039204
hound,streamed-read,i16,2,30,100,0,8192,0,25.073925,0.576528,24.880996,25.646463,27.292042,0.022993
hound,streamed-read,i16,2,5,100,0,1024,0,4.170394,0.055932,4.156143,4.212205,4.316746,0.013412
hound,streamed-read,i16,2,5,100,0,16384,0,4.136845,0.037558,4.126174,4.165417,4.279636,0.009079
hound,streamed-read,i16,2,5,100,0,4096,0,4.178306,0.102166,4.141705,4.284489,4.63341,0.024452
hound,streamed-read,i16,2,5,100,0,512,0,4.181134,0.115855,4.14913,4.261794,4.627212,0.027709
hound,streamed-read,i16,2,5,100,0,8192,0,4.155458,0.035999,4.146508,4.201624,4.293552,0.008663
hound,streamed-read,i16,2,600,100,0,1024,0,506.156466,4.145449,505.696416,510.883568,517.932612,0.00819
hound,streamed-read,i16,2,600,100,0,16384,0,505.921769,6.177499,504.062066,513.405205,529.180431,0.01221
hound,streamed-read,i16,2,600,100,0,4096,0,505.245691,5.741852,503.361307,512.869724,524.381516,0.011364
hound,streamed-read,i16,2,600,100,0,512,0,506.487327,7.245449,504.475221,511.706406,540.318818,0.014305
hound,streamed-read,i16,2,600,100,0,8192,0,504.532916,5.558253,503.107686,511.466156,525.942162,0.011017
hound,streamed-read,i16,2,60,100,0,1024,0,51.152535,1.438214,50.675085,52.957362,55.560244,0.028116
hound,streamed-read,i16,2,60,100,0,16384,0,50.340126,0.630088,50.139534,50.896282,53.432324,0.012517
hound,streamed-read,i16,2,60,100,0,4096,0,50.799749,0.815392,50.506275,52.043985,53.478072,0.016051
hound,streamed-read,i16,2,60,100,0,512,0,50.648198,0.773966,50.31017,51.696305,53.060466,0.015281
hound,streamed-read,i16,2,60,100,0,8192,0,50.54867,0.998995,50.242221,51.485315,54.207743,0.019763
hound,streamed-read,i32,1,10,100,0,1024,0,2.413483,0.097753,2.387006,2.505661,2.761597,0.040503
hound,streamed-read,i32,1,10,100,0,16384,0,2.476372,0.104528,2.472357,2.627474,2.744068,0.04221
hound,streamed-read,i32,1,10,100,0,4096,0,2.612933,0.376327,2.503016,2.907649,4.047114,0.144025
hound,streamed-read,i32,1,10,100,0,512,0,2.524916,0.215025,2.487623,2.601405,3.315526,0.085161
hound,streamed-read,i32,1,10,100,0,8192,0,2.535791,0.204557,2.487989,2.728565,3.45992,0.080668
hound,streamed-read,i32,1,1,100,0,1024,0,0.255815,0.017743,0.250711,0.278733,0.314766,0.069358
hound,streamed-read,i32,1,1,100,0,16384,0,0.251693,0.023211,0.249082,0.272859,0.356855,0.092219
hound,streamed-read,i32,1,1,100,0,4096,0,0.276538,0.042772,0.256096,0.322798,0.40847,0.154671
hound,streamed-read,i32,1,1,100,0,512,0,0.249147,0.006664,0.24895,0.256682,0.26627,0.026748
hound,streamed-read,i32,1,1,100,0,8192,0,0.251923,0.0141,0.249404,0.263499,0.305649,0.05597
hound,streamed-read,i32,1,300,100,0,1024,0,75.238967,2.005657,74.730305,77.650227,82.240672,0.026657
hound,streamed-read,i32,1,300,100,0,16384,0,76.807168,7.305679,74.107409,85.988743,104.516203,0.095117
hound,streamed-read,i32,1,300,100,0,4096,0,75.499667,4.064563,74.667805,78.261404,88.210045,0.053836
hound,streamed-read,i32,1,300,100,0,512,0,75.774643,4.750473,74.85362,79.754865,93.635666,0.062692
hound,streamed-read,i32,1,300,100,0,8192,0,74.980179,5.246602,73.073634,82.179473,90.785264,0.069973
hound,streamed-read,i32,1,30,100,0,1024,0,7.526859,0.252233,7.420285,7.855359,8.311439,0.033511
hound,streamed-read,i32,1,30,100,0,16384,0,7.531162,0.55465,7.437516,7.853085,9.544806,0.073647
hound,streamed-read,i32,1,30,100,0,4096,0,7.557692,0.225661,7.490182,7.771767,8.404331,0.029859
hound,streamed-read,i32,1,30,100,0,512,0,7.545462,0.300481,7.498933,7.841264,8.503322,0.039823
hound,streamed-read,i32,1,30,100,0,8192,0,7.476935,0.325524,7.434552,7.826936,8.445383,0.043537
hound,streamed-read,i32,1,5,100,0,1024,0,1.236134,0.075699,1.233573,1.273488,1.428649,0.061239
hound,streamed-read,i32,1,5,100,0,16384,0,1.264327,0.078659,1.239243,1.307303,1.559441,0.062214
hound,streamed-read,i32,1,5,100,0,4096,0,1.260092,0.046773,1.245943,1.313886,1.439967,0.037119
hound,streamed-read,i32,1,5,100,0,512,0,1.273492,0.1193,1.244343,1.321384,1.820183,0.093679
hound,streamed-read,i32,1,5,100,0,8192,0,1.253122,0.120305,1.229551,1.319826,1.737914,0.096004
hound,streamed-read,i32,1,600,100,0,1024,0,147.172448,6.192407,147.413714,153.185785,164.942042,0.042076
hound,streamed-read,i32,1,600,100,0,16384,0,147.058786,8.209772,144.646893,157.141789,173.486896,0.055826
hound,streamed-read,i32,1,600,100,0,4096,0,148.928072,6.659903,147.552489,154.325736,179.718748,0.044719
hound,streamed-read,i32,1,600,100,0,512,0,148.188482,8.695777,145.785404,158.867272,173.682896,0.058681
hound,streamed-read,i32,1,600,100,0,8192,0,151.191485,7.879615,149.311654,159.939458,182.956122,0.052117
hound,streamed-read,i32,1,60,100,0,1024,0,14.926875,0.50356,14.886489,15.300764,16.501478,0.033735
hound,streamed-read,i32,1,60,100,0,16384,0,14.742289,0.481232,14.725961,15.361306,16.341063,0.032643
hound,streamed-read,i32,1,60,100,0,4096,0,15.068116,0.453681,14.861191,15.672206,16.379219,0.030109
hound,streamed-read,i32,1,60,100,0,512,0,15.24023,0.977495,14.961988,16.392749,18.299446,0.064139
hound,streamed-read,i32,1,60,100,0,8192,0,14.964642,0.363828,14.802804,15.508788,16.158587,0.024313
hound,streamed-read,i32,2,10,100,0,1024,0,4.98602,0.385658,4.873388,5.317607,6.305969,0.077348
hound,streamed-read,i32,2,10,100,0,16384,0,4.977242,0.144865,4.950838,5.179379,5.402389,0.029105
hound,streamed-read,i32,2,10,100,0,4096,0,4.838946,0.206632,4.77878,5.075266,5.49337,0.042702
hound,streamed-read,i32,2,10,100,0,512,0,5.043849,0.172269,4.999806,5.270307,5.503885,0.034154
hound,streamed-read,i32,2,10,100,0,8192,0,4.839197,0.210823,4.750441,5.150874,5.409513,0.043566
hound,streamed-read,i32,2,1,100,0,1024,0,0.491842,0.023949,0.493165,0.520726,0.576259,0.048692
hound,streamed-read,i32,2,1,100,0,16384,0,0.479748,0.011804,0.474859,0.49316,0.519745,0.024604
hound,streamed-read,i32,2,1,100,0,4096,0,0.500346,0.029339,0.495832,0.526152,0.631905,0.058638
hound,streamed-read,i32,2,1,100,0,512,0,0.505151,0.033553,0.498587,0.534257,0.640263,0.066421
hound,streamed-read,i32,2,1,100,0,8192,0,0.474362,0.021323,0.466681,0.485474,0.594295,0.04495
hound,streamed-read,i32,2,300,100,0,1024,0,146.171178,5.285702,145.066182,151.136713,172.621551,0.036161
hound,streamed-read,i32,2,300,100,0,16384,0,146.19027,3.675016,146.387487,150.831573,154.889317,0.025139
hound,streamed-read,i32,2,300,100,0,4096,0,148.361384,4.708347,147.656106,152.64979,160.901385,0.031736
hound,streamed-read,i32,2,300,100,0,512,0,145.577225,6.303505,145.019841,151.283953,170.123508,0.0433
hound,streamed-read,i32,2,300,100,0,8192,0,148.321291,8.899906,145.371867,154.463001,184.715875,0.060004
hound,streamed-read,i32,2,30,100,0,1024,0,14.941058,0.544458,14.858387,15.62676,16.824734,0.03644
hound,streamed-read,i32,2,30,100,0,16384,0,15.228242,0.763652,15.130575,16.127445,17.268625,0.050147
hound,streamed-read,i32,2,30,100,0,4096,0,14.947421,0.714604,14.82221,15.687234,17.379409,0.047808
hound,streamed-read,i32,2,30,100,0,512,0,15.240002,0.988338,15.066631,15.74858,16.339751,0.064852
hound,streamed-read,i32,2,30,100,0,8192,0,15.459383,1.259155,15.158427,16.517555,19.890982,0.081449
hound,streamed-read,i32,2,5,100,0,1024,0,2.504788,0.079358,2.484485,2.610171,2.746667,0.031682
hound,streamed-read,i32,2,5,100,0,16384,0,2.451765,0.085356,2.424961,2.567677,2.715786,0.034814
hound,streamed-read,i32,2,5,100,0,4096,0,2.512519,0.165669,2.460922,2.688761,3.045149,0.065937
hound,streamed-read,i32,2,5,100,0,512,0,2.569841,0.181507,2.5298,2.795251,3.272029,0.07063
hound,streamed-read,i32,2,5,100,0,8192,0,2.557127,0.207108,2.4947,2.790852,3.2367,0.080992
hound,streamed-read,i32,2,600,100,0,1024,0,290.823034,11.894286,289.692438,303.908385,323.396452,0.040899
hound,streamed-read,i32,2,600,100,0,16384,0,295.281033,16.781695,291.386278,316.955075,348.648205,0.056833
hound,streamed-read,i32,2,600,100,0,4096,0,293.843532,9.482666,291.842054,301.787124,327.108467,0.032271
hound,streamed-read,i32,2,600,100,0,512,0,288.844007,8.354091,288.589108,297.936639,308.999171,0.028922
hound,streamed-read,i32,2,600,100,0,8192,0,295.421177,7.057156,294.696931,302.609623,317.032491,0.023888
hound,streamed-read,i32,2,60,100,0,1024,0,30.758515,1.831863,30.120832,31.826,40.9016,0.059556
hound,streamed-read,i32,2,60,100,0,16384,0,29.67531,0.931105,29.65041,30.920319,31.836078,0.031376
hound,streamed-read,i32,2,60,100,0,4096,0,29.993835,1.325677,29.871899,31.030613,35.570239,0.044198
hound,streamed-read,i32,2,60,100,0,512,0,31.379396,2.405438,30.369795,34.247588,39.752168,0.076657
hound,streamed-read,i32,2,60,100,0,8192,0,30.20135,1.175954,29.934585,31.361288,33.855,0.038937
aus,streamed-write,f32,1,10,100,0,1024,0,1.940316,0.08425,1.939365,2.006436,2.140435,0.043421
aus,streamed-write,f32,1,10,100,0,16384,0,1.313072,0.071271,1.311608,1.371031,1.459969,0.054278
aus,streamed-write,f32,1,10,100,0,4096,0,1.505737,0.097299,1.513178,1.590918,1.709649,0.064619
aus,streamed-write,f32,1,10,100,0,512,0,2.588801,0.141721,2.565622,2.786561,3.001426,0.054744
aus,streamed-write,f32,1,10,100,0,8192,0,1.374322,0.100269,1.366869,1.443502,1.60115,0.072959
aus,streamed-write,f32,1,1,100,0,1024,0,0.346019,0.017871,0.341305,0.360705,0.414788,0.051648
aus,streamed-write,f32,1,1,100,0,16384,0,0.30938,0.01369,0.30778,0.325967,0.34532,0.04425
aus,streamed-write,f32,1,1,100,0,4096,0,0.303294,0.01765,0.302358,0.325403,0.341365,0.058195
aus,streamed-write,f32,1,1,100,0,512,0,0.410042,0.020737,0.405517,0.438871,0.48478,0.050574
aus,streamed-write,f32,1,1,100,0,8192,0,0.311887,0.019659,0.30681,0.340136,0.356528,0.063032
aus,streamed-write,f32,1,300,100,0,1024,0,46.240246,1.262678,45.900644,47.710099,50.212403,0.027307
aus,streamed-write,f32,1,300,100,0,16384,0,32.620502,1.339697,32.538556,34.358131,36.475868,0.041069
aus,streamed-write,f32,1,300,100,0,4096,0,34.287066,1.515699,34.051889,36.578482,38.520714,0.044206
aus,streamed-write,f32,1,300,100,0,512,0,62.550253,2.493542,61.983172,64.813762,67.939488,0.039865
aus,streamed-write,f32,1,300,100,0,8192,0,33.119054,1.483001,33.127769,34.93239,36.45229,0.044778
aus,streamed-write,f32,1,30,100,0,1024,0,5.11235,0.270117,5.043191,5.409162,6.157843,0.052836
aus,streamed-write,f32,1,30,100,0,16384,0,3.447156,0.112746,3.451297,3.60849,3.699898,0.032707
aus,streamed-write,f32,1,30,100,0,4096,0,3.736924,0.142775,3.725451,3.917302,4.140237,0.038207
aus,streamed-write,f32,1,30,100,0,512,0,6.611554,0.170495,6.559099,6.881413,7.029327,0.025787
aus,streamed-write,f32,1,30,100,0,8192,0,3.636363,0.162536,3.61188,3.832495,4.111662,0.044697
aus,streamed-write,f32,1,5,100,0,1024,0,1.027231,0.09422,1.01156,1.119219,1.313728,0.091722
aus,streamed-write,f32,1,5,100,0,16384,0,0.761302,0.03354,0.755049,0.80516,0.831581,0.044056
aus,streamed-write,f32,1,5,100,0,4096,0,0.760542,0.029379,0.759303,0.795636,0.827068,0.038629
aus,streamed-write,f32,1,5,100,0,512,0,1.381362,0.084587,1.36022,1.471195,1.676573,0.061235
aus,streamed-write,f32,1,5,100,0,8192,0,0.753835,0.034266,0.750537,0.790389,0.832257,0.045455
aus,streamed-write,f32,1,600,100,0,1024,0,95.57891,4.9399,95.173148,101.358104,111.732093,0.051684
aus,streamed-write,f32,1,600,100,0,16384,0,60.724925,4.166824,61.137082,65.348937,70.124538,0.068618
aus,streamed-write,f32,1,600,100,0,4096,0,72.15661,4.07229,72.188658,77.559066,80.893409,0.056437
aus,streamed-write,f32,1,600,100,0,512,0,125.944319,4.903389,125.583724,131.153134,140.041411,0.038933
aus,streamed-write,f32,1,600,100,0,8192,0,64.945237,3.352399,64.763558,69.083146,72.644259,0.051619
aus,streamed-write,f32,1,60,100,0,1024,0,10.361913,0.301409,10.347041,10.738166,11.148025,0.029088
aus,streamed-write,f32,1,60,100,0,16384,0,7.104785,0.45138,7.035132,7.736894,8.263178,0.063532
aus,streamed-write,f32,1,60,100,0,4096,0,7.606534,0.303899,7.568284,7.964201,8.47246,0.039952
aus,streamed-write,f32,1,60,100,0,512,0,13.525779,0.561504,13.42603,14.029969,15.802881,0.041514
aus,streamed-write,f32,1,60,100,0,8192,0,7.127057,0.4023,7.142139,7.54575,8.013935,0.056447
aus,streamed-write,i16,1,10,100,0,1024,0,1.324406,0.05085,1.324712,1.374526,1.428352,0.038395
aus,streamed-write,i16,1,10,100,0,16384,0,0.806021,0.035925,0.798489,0.847085,0.91093,0.044571
aus,streamed-write,i16,1,10,100,0,4096,0,0.917612,0.030751,0.914251,0.951701,0.997617,0.033512
aus,streamed-write,i16,1,10,100,0,512,0,1.916009,0.131528,1.872842,2.089688,2.378729,0.068647
aus,streamed-write,i16,1,10,100,0,8192,0,0.830167,0.024038,0.829008,0.858043,0.900506,0.028956
aus,streamed-write,i16,1,1,100,0,1024,0,0.390721,0.033193,0.385548,0.420998,0.481503,0.084954
aus,streamed-write,i16,1,1,100,0,16384,0,0.34218,0.059011,0.330489,0.456762,0.489923,0.172455
aus,streamed-write,i16,1,1,100,0,4096,0,0.247927,0.012177,0.245766,0.262193,0.291495,0.049117
aus,streamed-write,i16,1,1,100,0,512,0,0.429492,0.049053,0.41789,0.496669,0.551806,0.114212
aus,streamed-write,i16,1,1,100,0,8192,0,0.252014,0.016262,0.249814,0.268435,0.294433,0.064528
aus,streamed-write,i16,1,300,100,0,1024,0,32.555788,0.963619,32.35779,33.778089,35.541543,0.029599
aus,streamed-write,i16,1,300,100,0,16384,0,17.106056,0.447561,17.113944,17.625009,18.162867,0.026164
aus,streamed-write,i16,1,300,100,0,4096,0,19.993007,0.686308,19.856505,20.955047,21.714565,0.034327
aus,streamed-write,i16,1,300,100,0,512,0,49.432045,1.510188,49.016759,51.352216,54.219471,0.030551
aus,streamed-write,i16,1,300,100,0,8192,0,18.259046,0.655005,18.189996,18.914521,20.733732,0.035873
aus,streamed-write,i16,1,30,100,0,1024,0,3.655888,0.146645,3.628917,3.798831,4.354297,0.040112
aus,streamed-write,i16,1,30,100,0,16384,0,2.137064,0.073168,2.127632,2.231207,2.32352,0.034238
aus,streamed-write,i16,1,30,100,0,4096,0,2.432178,0.078594,2.414808,2.556669,2.64096,0.032314
aus,streamed-write,i16,1,30,100,0,512,0,5.725687,0.695724,5.549286,6.361935,7.998331,0.121509
aus,streamed-write,i16,1,30,100,0,8192,0,2.242764,0.127172,2.20559,2.408989,2.747389,0.056703
aus,streamed-write,i16,1,5,100,0,1024,0,0.90141,0.062186,0.888511,0.982807,1.062401,0.068988
aus,streamed-write,i16,1,5,100,0,16384,0,0.564586,0.034516,0.557352,0.606598,0.664858,0.061136
aus,streamed-write,i16,1,5,100,0,4096,0,0.567143,0.039407,0.560803,0.616621,0.694034,0.069483
aus,streamed-write,i16,1,5,100,0,512,0,1.20533,0.12453,1.165751,1.370325,1.506334,0.103316
aus,streamed-write,i16,1,5,100,0,8192,0,0.521911,0.026307,0.519066,0.544885,0.591829,0.050406
aus,streamed-write,i16,1,600,100,0,1024,0,64.498835,3.121482,64.113005,66.682486,75.207784,0.048396
aus,streamed-write,i16,1,600,100,0,16384,0,32.620113,1.2379,32.421973,34.102942,36.303888,0.037949
aus,streamed-write,i16,1,600,100,0,4096,0,39.314731,1.581388,39.010086,40.816692,45.17842,0.040224
aus,streamed-write,i16,1,600,100,0,512,0,96.4106,2.702812,95.873302,99.31288,104.712559,0.028034
aus,streamed-write,i16,1,600,100,0,8192,0,35.639386,1.095071,35.452823,37.235008,38.195621,0.030726
aus,streamed-write,i16,1,60,100,0,1024,0,6.836892,0.184724,6.816804,7.045993,7.444261,0.027019
aus,streamed-write,i16,1,60,100,0,16384,0,3.935483,0.16495,3.88823,4.193093,4.318585,0.041914
aus,streamed-write,i16,1,60,100,0,4096,0,4.368076,0.10328,4.355591,4.493178,4.649806,0.023644
aus,streamed-write,i16,1,60,100,0,512,0,10.450132,0.523077,10.307329,11.092421,12.134949,0.050055
aus,streamed-write,i16,1,60,100,0,8192,0,4.202369,0.188613,4.163815,4.468876,4.558682,0.044883
aus,streamed-write,i32,1,10,100,0,1024,0,2.04548,0.165464,1.99083,2.302657,2.429751,0.080892
aus,streamed-write,i32,1,10,100,0,16384,0,1.481544,0.064586,1.479663,1.549947,1.657824,0.043593
aus,streamed-write,i32,1,10,100,0,4096,0,1.55097,0.099077,1.555619,1.6467,1.745839,0.06388
aus,streamed-write,i32,1,10,100,0,512,0,2.578531,0.10875,2.554961,2.740156,2.942256,0.042175
aus,streamed-write,i32,1,10,100,0,8192,0,1.506372,0.059456,1.507471,1.546344,1.689316,0.03947
