library,operation,dtype,channels,duration_s,iterations,warmup,chunk_size,cold_cache,avg_ms,stddev_ms,p50_ms,p90_ms,p99_ms,cv
hound,streamed-read,i32,2,5,100,0,4096,1,3.802653,0.2523,3.738391,4.005466,4.670357,0.066348
hound,streamed-read,i32,2,5,100,0,512,1,3.690448,0.180188,3.632814,3.940525,4.18819,0.048825
hound,streamed-read,i32,2,5,100,0,8192,1,3.752461,0.169828,3.736104,3.952648,4.259317,0.045258
hound,streamed-read,i32,2,600,100,0,1024,1,353.068695,8.890022,351.765461,366.077514,379.547862,0.025179
hound,streamed-read,i32,2,600,100,0,16384,1,356.554726,15.341042,353.888511,377.490815,415.208796,0.043026
hound,streamed-read,i32,2,600,100,0,4096,1,353.875986,9.451123,352.733511,363.872013,378.74177,0.026707
hound,streamed-read,i32,2,600,100,0,512,1,351.781784,7.596875,350.729446,360.80789,373.076709,0.021595
hound,streamed-read,i32,2,600,100,0,8192,1,353.434964,10.339778,351.090241,368.015614,378.096661,0.029255
hound,streamed-read,i32,2,60,100,0,1024,1,36.54504,2.010364,36.116298,38.506098,43.934877,0.055011
hound,streamed-read,i32,2,60,100,0,16384,1,36.471103,1.51712,36.074066,37.868866,41.4688,0.041598
hound,streamed-read,i32,2,60,100,0,4096,1,36.498826,1.824118,36.160499,38.201697,41.970967,0.049977
hound,streamed-read,i32,2,60,100,0,512,1,36.15923,1.264979,35.807494,37.616134,40.73811,0.034984
hound,streamed-read,i32,2,60,100,0,8192,1,36.850052,2.324788,36.550236,39.09041,46.148896,0.063088
aus,streamed-read,f32,1,10,100,0,1024,0,0.271065,0.006306,0.2693,0.276106,0.303715,0.023263
aus,streamed-read,f32,1,10,100,0,16384,0,0.12139,0.002546,0.120748,0.123035,0.132689,0.020975
aus,streamed-read,f32,1,10,100,0,4096,0,0.17433,0.007267,0.172314,0.177672,0.203021,0.041683
aus,streamed-read,f32,1,10,100,0,512,0,0.300076,0.008548,0.299157,0.305732,0.326961,0.028485
aus,streamed-read,f32,1,10,100,0,8192,0,0.141836,0.004415,0.140679,0.145239,0.160081,0.031126
aus,streamed-read,f32,1,1,100,0,1024,0,0.030014,0.0015,0.029689,0.030524,0.033406,0.049991
aus,streamed-read,f32,1,1,100,0,16384,0,0.015571,0.000475,0.015405,0.015987,0.017134,0.030537
aus,streamed-read,f32,1,1,100,0,4096,0,0.020625,0.000716,0.020398,0.021084,0.02333,0.034721
aus,streamed-read,f32,1,1,100,0,512,0,0.033878,0.001296,0.033649,0.034414,0.037848,0.038269
aus,streamed-read,f32,1,1,100,0,8192,0,0.017667,0.000416,0.01758,0.01798,0.018718,0.023519
aus,streamed-read,f32,1,300,100,0,1024,0,9.616986,0.257103,9.549714,9.837915,10.444885,0.026734
aus,streamed-read,f32,1,300,100,0,16384,0,4.332099,0.162676,4.315863,4.494628,4.911946,0.037551
aus,streamed-read,f32,1,300,100,0,4096,0,6.221916,0.10729,6.202585,6.370235,6.5121,0.017244
aus,streamed-read,f32,1,300,100,0,512,0,10.92005,0.263817,10.85864,11.2475,11.740955,0.024159
aus,streamed-read,f32,1,300,100,0,8192,0,4.934652,0.099395,4.909526,5.056036,5.202982,0.020142
aus,streamed-read,f32,1,30,100,0,1024,0,0.809355,0.034477,0.792684,0.851373,0.933494,0.042598
aus,streamed-read,f32,1,30,100,0,16384,0,0.348785,0.006052,0.347701,0.355487,0.369795,0.017352
aus,streamed-read,f32,1,30,100,0,4096,0,0.519401,0.015335,0.515343,0.532521,0.568769,0.029524
aus,streamed-read,f32,1,30,100,0,512,0,0.896185,0.023649,0.891519,0.910887,0.976003,0.026388
aus,streamed-read,f32,1,30,100,0,8192,0,0.418733,0.016142,0.415763,0.421708,0.510867,0.038549
aus,streamed-read,f32,1,5,100,0,1024,0,0.130508,0.004032,0.129476,0.133241,0.137374,0.030895
aus,streamed-read,f32,1,5,100,0,16384,0,0.061187,0.001388,0.06077,0.062515,0.066726,0.022677
aus,streamed-read,f32,1,5,100,0,4096,0,0.087465,0.002233,0.087108,0.088761,0.091906,0.025532
aus,streamed-read,f32,1,5,100,0,512,0,0.15083,0.005149,0.149183,0.154337,0.170712,0.034138
aus,streamed-read,f32,1,5,100,0,8192,0,0.070828,0.00154,0.070642,0.071787,0.076842,0.021741
aus,streamed-read,f32,1,600,100,0,1024,0,20.077135,1.140169,19.609398,22.002254,23.425518,0.056789
aus,streamed-read,f32,1,600,100,0,16384,0,9.296721,0.428824,9.259635,9.793141,10.410141,0.046126
aus,streamed-read,f32,1,600,100,0,4096,0,13.355842,0.311341,13.310437,13.643252,14.681224,0.023311
aus,streamed-read,f32,1,600,100,0,512,0,22.026952,0.4347,21.99126,22.51451,23.46256,0.019735
aus,streamed-read,f32,1,600,100,0,8192,0,10.874636,0.346927,10.893535,11.181814,12.005185,0.031902
aus,streamed-read,f32,1,60,100,0,1024,0,1.588347,0.054666,1.576553,1.626459,1.808841,0.034417
aus,streamed-read,f32,1,60,100,0,16384,0,0.647349,0.020906,0.642517,0.676965,0.705541,0.032294
aus,streamed-read,f32,1,60,100,0,4096,0,0.994522,0.028185,0.982595,1.035864,1.070491,0.02834
aus,streamed-read,f32,1,60,100,0,512,0,1.933114,0.115844,1.906576,2.076899,2.343216,0.059926
aus,streamed-read,f32,1,60,100,0,8192,0,0.802841,0.026427,0.801335,0.827631,0.862767,0.032917
aus,streamed-read,f32,2,10,100,0,1024,0,0.719728,0.021015,0.712377,0.747878,0.79789,0.029199
aus,streamed-read,f32,2,10,100,0,16384,0,0.424527,0.007948,0.422257,0.431885,0.446078,0.018723
aus,streamed-read,f32,2,10,100,0,4096,0,0.504113,0.033422,0.495901,0.506122,0.677729,0.066298
aus,streamed-read,f32,2,10,100,0,512,0,0.788507,0.03054,0.778979,0.81851,0.911519,0.038731
aus,streamed-read,f32,2,10,100,0,8192,0,0.438857,0.020205,0.43313,0.446607,0.54523,0.046039
aus,streamed-read,f32,2,1,100,0,1024,0,0.076921,0.004679,0.075133,0.081783,0.095774,0.060825
aus,streamed-read,f32,2,1,100,0,16384,0,0.048987,0.001294,0.048853,0.049682,0.056085,0.02641
aus,streamed-read,f32,2,1,100,0,4096,0,0.051468,0.001314,0.051087,0.052216,0.057277,0.02553
aus,streamed-read,f32,2,1,100,0,512,0,0.080661,0.00202,0.079978,0.08221,0.090569,0.025049
aus,streamed-read,f32,2,1,100,0,8192,0,0.04761,0.002001,0.046972,0.04911,0.055548,0.042037
aus,streamed-read,f32,2,300,100,0,1024,0,26.775923,1.6404,26.27991,28.019425,32.848937,0.061264
aus,streamed-read,f32,2,300,100,0,16384,0,16.893561,0.429472,16.817929,17.391642,17.743204,0.025422
aus,streamed-read,f32,2,300,100,0,4096,0,19.170886,0.741935,18.991495,19.790885,21.769147,0.038701
aus,streamed-read,f32,2,300,100,0,512,0,28.140403,1.331012,27.826245,28.935015,31.674019,0.047299
aus,streamed-read,f32,2,300,100,0,8192,0,17.810205,0.928398,17.495943,19.101194,21.079947,0.052127
aus,streamed-read,f32,2,30,100,0,1024,0,2.338574,0.125125,2.321744,2.512756,2.741852,0.053505
aus,streamed-read,f32,2,30,100,0,16384,0,1.32777,0.097733,1.292726,1.43974,1.726406,0.073607
aus,streamed-read,f32,2,30,100,0,4096,0,1.570259,0.080602,1.557516,1.67439,1.797892,0.05133
aus,streamed-read,f32,2,30,100,0,512,0,2.399499,0.106437,2.367512,2.523265,2.799959,0.044358
aus,streamed-read,f32,2,30,100,0,8192,0,1.343552,0.082987,1.317001,1.430085,1.67481,0.061767
aus,streamed-read,f32,2,5,100,0,1024,0,0.3632,0.00796,0.360016,0.372667,0.389708,0.021917
aus,streamed-read,f32,2,5,100,0,16384,0,0.222515,0.004556,0.220745,0.2275,0.240319,0.020476
aus,streamed-read,f32,2,5,100,0,4096,0,0.250907,0.005896,0.248757,0.255651,0.276684,0.023497
aus,streamed-read,f32,2,5,100,0,512,0,0.404506,0.012302,0.401657,0.415355,0.450553,0.030412
aus,streamed-read,f32,2,5,100,0,8192,0,0.23016,0.016559,0.224812,0.24035,0.305913,0.071945
aus,streamed-read,f32,2,600,100,0,1024,0,51.080466,1.176659,50.606935,52.42961,55.452076,0.023035
aus,streamed-read,f32,2,600,100,0,16384,0,31.905468,1.546878,31.525432,32.929697,39.244572,0.048483
aus,streamed-read,f32,2,600,100,0,4096,0,35.914116,1.555671,35.65569,36.530914,45.046723,0.043316
aus,streamed-read,f32,2,600,100,0,512,0,54.543702,1.241452,54.100801,56.037437,58.628139,0.022761
aus,streamed-read,f32,2,600,100,0,8192,0,32.588127,1.358805,32.234165,33.487277,38.128232,0.041696
aus,streamed-read,f32,2,60,100,0,1024,0,5.028569,0.299062,5.013419,5.20635,5.695897,0.059473
aus,streamed-read,f32,2,60,100,0,16384,0,2.897876,0.142488,2.881518,3.052597,3.398249,0.04917
aus,streamed-read,f32,2,60,100,0,4096,0,3.533179,0.168018,3.52234,3.715774,4.093549,0.047554
aus,streamed-read,f32,2,60,100,0,512,0,5.445998,0.391556,5.331122,6.100757,6.637226,0.071898
aus,streamed-read,f32,2,60,100,0,8192,0,3.18415,0.199904,3.134026,3.39927,3.680758,0.062781
aus,streamed-read,i16,1,10,100,0,1024,0,0.151497,0.003103,0.150326,0.155841,0.162683,0.02048
aus,streamed-read,i16,1,10,100,0,16384,0,0.074888,0.002384,0.074214,0.076635,0.082817,0.031839
aus,streamed-read,i16,1,10,100,0,4096,0,0.130555,0.004371,0.129351,0.132288,0.14654,0.033482
aus,streamed-read,i16,1,10,100,0,512,0,0.140675,0.003746,0.139594,0.14348,0.159178,0.026625
aus,streamed-read,i16,1,10,100,0,8192,0,0.088432,0.002485,0.087873,0.090066,0.100624,0.028106
aus,streamed-read,i16,1,1,100,0,1024,0,0.018578,0.00036,0.018478,0.01888,0.019796,0.019383
aus,streamed-read,i16,1,1,100,0,16384,0,0.01148,0.000464,0.011361,0.011786,0.013434,0.040445
aus,streamed-read,i16,1,1,100,0,4096,0,0.016826,0.000595,0.016619,0.017093,0.019205,0.03537
aus,streamed-read,i16,1,1,100,0,512,0,0.017383,0.000535,0.017165,0.018124,0.019318,0.030804
aus,streamed-read,i16,1,1,100,0,8192,0,0.012955,0.000364,0.012848,0.013107,0.014681,0.028087
aus,streamed-read,i16,1,300,100,0,1024,0,5.563774,0.285761,5.521057,5.808819,6.24191,0.051361
aus,streamed-read,i16,1,300,100,0,16384,0,2.987758,0.193175,2.960505,3.258308,3.431255,0.064655
aus,streamed-read,i16,1,300,100,0,4096,0,4.622877,0.186728,4.61496,4.823415,5.11381,0.040392
aus,streamed-read,i16,1,300,100,0,512,0,5.193608,0.21261,5.222335,5.374612,5.765704,0.040937
aus,streamed-read,i16,1,300,100,0,8192,0,3.318166,0.189911,3.28014,3.525193,3.861032,0.057234
aus,streamed-read,i16,1,30,100,0,1024,0,0.454987,0.021791,0.448783,0.467753,0.555418,0.047895
aus,streamed-read,i16,1,30,100,0,16384,0,0.221437,0.01258,0.214323,0.239271,0.254479,0.056808
aus,streamed-read,i16,1,30,100,0,4096,0,0.372888,0.011816,0.369719,0.382184,0.401243,0.031687
aus,streamed-read,i16,1,30,100,0,512,0,0.428392,0.027142,0.417866,0.454231,0.555999,0.063358
aus,streamed-read,i16,1,30,100,0,8192,0,0.261285,0.006635,0.259459,0.266895,0.289858,0.025392
aus,streamed-read,i16,1,5,100,0,1024,0,0.076333,0.002095,0.075763,0.078137,0.087214,0.027447
aus,streamed-read,i16,1,5,100,0,16384,0,0.038435,0.00101,0.037957,0.040396,0.04143,0.026277
aus,streamed-read,i16,1,5,100,0,4096,0,0.06789,0.005059,0.065968,0.073734,0.085546,0.074511
aus,streamed-read,i16,1,5,100,0,512,0,0.070041,0.002069,0.069238,0.073097,0.076924,0.029534
aus,streamed-read,i16,1,5,100,0,8192,0,0.045347,0.001471,0.044689,0.04784,0.050208,0.032442
aus,streamed-read,i16,1,600,100,0,1024,0,10.938244,0.40897,10.854924,11.167831,12.870103,0.037389
aus,streamed-read,i16,1,600,100,0,16384,0,5.622799,0.221929,5.551778,5.880862,6.386752,0.03947
aus,streamed-read,i16,1,600,100,0,4096,0,9.116642,0.180045,9.073682,9.321679,9.678735,0.019749
aus,streamed-read,i16,1,600,100,0,512,0,10.330597,0.372844,10.233839,10.59562,11.814825,0.036091
aus,streamed-read,i16,1,600,100,0,8192,0,6.759919,0.174212,6.70951,6.895438,7.386031,0.025771
aus,streamed-read,i16,1,60,100,0,1024,0,0.901832,0.02378,0.894017,0.926303,0.987772,0.026368
aus,streamed-read,i16,1,60,100,0,16384,0,0.421775,0.011205,0.417764,0.438932,0.453876,0.026566
aus,streamed-read,i16,1,60,100,0,4096,0,0.74013,0.026189,0.732539,0.763516,0.824022,0.035385
aus,streamed-read,i16,1,60,100,0,512,0,0.836707,0.026927,0.829312,0.856317,0.921815,0.032182
aus,streamed-read,i16,1,60,100,0,8192,0,0.508767,0.009284,0.505808,0.518545,0.539241,0.018249
aus,streamed-read,i16,2,10,100,0,1024,0,0.485699,0.017928,0.481883,0.496952,0.522794,0.036911
aus,streamed-read,i16,2,10,100,0,16384,0,0.301364,0.011068,0.29879,0.308339,0.347079,0.036727
aus,streamed-read,i16,2,10,100,0,4096,0,0.365008,0.012325,0.360096,0.376085,0.409394,0.033767
aus,streamed-read,i16,2,10,100,0,512,0,0.541681,0.037028,0.524609,0.598321,0.661322,0.068358
aus,streamed-read,i16,2,10,100,0,8192,0,0.32804,0.00815,0.32544,0.33637,0.356177,0.024844
aus,streamed-read,i16,2,1,100,0,1024,0,0.050933,0.001676,0.050437,0.052103,0.057145,0.032898
aus,streamed-read,i16,2,1,100,0,16384,0,0.0345,0.001527,0.034092,0.035343,0.041142,0.044266
aus,streamed-read,i16,2,1,100,0,4096,0,0.040829,0.002059,0.040044,0.04265,0.049947,0.05043
aus,streamed-read,i16,2,1,100,0,512,0,0.056768,0.002664,0.056043,0.0585,0.064696,0.046931
aus,streamed-read,i16,2,1,100,0,8192,0,0.036967,0.000993,0.036664,0.037855,0.039396,0.026874
aus,streamed-read,i16,2,300,100,0,1024,0,16.396749,0.289279,16.31126,16.766889,17.116353,0.017642
aus,streamed-read,i16,2,300,100,0,16384,0,10.970966,1.0552,10.661794,11.802379,15.090804,0.096181
aus,streamed-read,i16,2,300,100,0,4096,0,13.051884,0.727961,12.861863,13.354315,16.601759,0.055774
aus,streamed-read,i16,2,300,100,0,512,0,18.132998,0.516448,17.921739,18.740802,19.817948,0.028481
aus,streamed-read,i16,2,300,100,0,8192,0,11.562642,0.33614,11.43694,11.925034,12.675081,0.029071
aus,streamed-read,i16,2,30,100,0,1024,0,1.450939,0.039365,1.437453,1.504412,1.57213,0.027131
aus,streamed-read,i16,2,30,100,0,16384,0,0.91642,0.079004,0.889931,1.023711,1.133097,0.086209
aus,streamed-read,i16,2,30,100,0,4096,0,1.08781,0.023661,1.078567,1.116524,1.155197,0.021751
aus,streamed-read,i16,2,30,100,0,512,0,1.634573,0.043362,1.62487,1.661634,1.793078,0.026528
aus,streamed-read,i16,2,30,100,0,8192,0,0.984731,0.049167,0.970931,1.017365,1.207644,0.04993
aus,streamed-read,i16,2,5,100,0,1024,0,0.239756,0.009964,0.235903,0.248564,0.276808,0.041559
aus,streamed-read,i16,2,5,100,0,16384,0,0.152931,0.002699,0.151816,0.156397,0.160178,0.017646
aus,streamed-read,i16,2,5,100,0,4096,0,0.184904,0.003296,0.183808,0.189409,0.197565,0.017828
aus,streamed-read,i16,2,5,100,0,512,0,0.276629,0.018584,0.26968,0.292875,0.347733,0.067181
aus,streamed-read,i16,2,5,100,0,8192,0,0.170291,0.012711,0.166379,0.171935,0.237687,0.074646
aus,streamed-read,i16,2,600,100,0,1024,0,34.447984,0.868474,34.244613,35.371411,37.548852,0.025211
aus,streamed-read,i16,2,600,100,0,16384,0,24.414544,0.656963,24.252099,25.174092,26.19656,0.026909
aus,streamed-read,i16,2,600,100,0,4096,0,27.933176,1.353213,27.555048,28.486298,34.684292,0.048445
aus,streamed-read,i16,2,600,100,0,512,0,37.062638,1.251139,36.709831,38.216721,39.892631,0.033757
aus,streamed-read,i16,2,600,100,0,8192,0,25.894775,1.26696,25.39689,27.933434,29.593869,0.048927
aus,streamed-read,i16,2,60,100,0,1024,0,3.114399,0.152292,3.083896,3.294463,3.476529,0.048899
aus,streamed-read,i16,2,60,100,0,16384,0,2.022815,0.167475,1.964548,2.245788,2.475049,0.082793
aus,streamed-read,i16,2,60,100,0,4096,0,2.334405,0.070017,2.3186,2.427549,2.493718,0.029993
aus,streamed-read,i16,2,60,100,0,512,0,3.367315,0.127831,3.319376,3.525258,3.908863,0.037962
aus,streamed-read,i16,2,60,100,0,8192,0,2.122693,0.074999,2.106645,2.188524,2.417876,0.035332
aus,streamed-read,i32,1,10,100,0,1024,0,0.263187,0.009256,0.261381,0.269364,0.295099,0.035167
aus,streamed-read,i32,1,10,100,0,16384,0,0.120269,0.006092,0.118531,0.124344,0.147037,0.050657
aus,streamed-read,i32,1,10,100,0,4096,0,0.178147,0.006634,0.176516,0.183652,0.201484,0.03724
aus,streamed-read,i32,1,10,100,0,512,0,0.304606,0.011473,0.300791,0.312348,0.354822,0.037663
aus,streamed-read,i32,1,10,100,0,8192,0,0.141432,0.002289,0.14095,0.143176,0.149867,0.016181
aus,streamed-read,i32,1,1,100,0,1024,0,0.028593,0.000482,0.028446,0.02913,0.030869,0.016872
aus,streamed-read,i32,1,1,100,0,16384,0,0.015091,0.000796,0.01483,0.015822,0.018116,0.052759
aus,streamed-read,i32,1,1,100,0,4096,0,0.020096,0.000468,0.019962,0.02051,0.021794,0.023305
aus,streamed-read,i32,1,1,100,0,512,0,0.032527,0.000732,0.03227,0.033569,0.035914,0.022505
aus,streamed-read,i32,1,1,100,0,8192,0,0.017563,0.00069,0.017254,0.018408,0.019711,0.039304
aus,streamed-read,i32,1,300,100,0,1024,0,10.198484,0.4065,10.073879,10.498319,12.159695,0.039859
aus,streamed-read,i32,1,300,100,0,16384,0,6.016957,0.136996,5.971451,6.199319,6.397596,0.022768
aus,streamed-read,i32,1,300,100,0,4096,0,7.639246,0.293428,7.518229,8.169351,8.473775,0.038411
aus,streamed-read,i32,1,300,100,0,512,0,11.133959,0.379042,11.004704,11.669185,12.423136,0.034044
aus,streamed-read,i32,1,300,100,0,8192,0,6.56084,0.301333,6.500136,6.80648,7.163564,0.045929
aus,streamed-read,i32,1,30,100,0,1024,0,0.78661,0.015364,0.783815,0.798638,0.824386,0.019532
aus,streamed-read,i32,1,30,100,0,16384,0,0.355901,0.010638,0.35303,0.364202,0.373063,0.029889
aus,streamed-read,i32,1,30,100,0,4096,0,0.53013,0.01898,0.52493,0.553447,0.608567,0.035803
aus,streamed-read,i32,1,30,100,0,512,0,0.895001,0.028545,0.888312,0.910116,1.013604,0.031894
aus,streamed-read,i32,1,30,100,0,8192,0,0.425174,0.006978,0.424407,0.429089,0.45427,0.016411
aus,streamed-read,i32,1,5,100,0,1024,0,0.129281,0.003005,0.128573,0.131524,0.134457,0.023246
aus,streamed-read,i32,1,5,100,0,16384,0,0.061345,0.002148,0.060724,0.06341,0.071274,0.035023
aus,streamed-read,i32,1,5,100,0,4096,0,0.088111,0.003278,0.087015,0.091193,0.102127,0.037207
aus,streamed-read,i32,1,5,100,0,512,0,0.150922,0.008996,0.147626,0.158967,0.189269,0.059605
aus,streamed-read,i32,1,5,100,0,8192,0,0.072578,0.002069,0.071976,0.074007,0.081972,0.028501
aus,streamed-read,i32,1,600,100,0,1024,0,19.773817,0.912684,19.564474,20.488949,23.796137,0.046156
aus,streamed-read,i32,1,600,100,0,16384,0,10.527814,0.406386,10.467419,10.963115,11.962851,0.038601
aus,streamed-read,i32,1,600,100,0,4096,0,14.083619,0.347204,13.976188,14.42806,15.208016,0.024653
aus,streamed-read,i32,1,600,100,0,512,0,22.995695,1.320933,22.531258,24.809644,27.52727,0.057443
aus,streamed-read,i32,1,600,100,0,8192,0,11.333129,0.416301,11.431804,11.758342,12.249944,0.036733
aus,streamed-read,i32,1,60,100,0,1024,0,1.663141,0.095421,1.628025,1.768839,2.010882,0.057374
aus,streamed-read,i32,1,60,100,0,16384,0,0.718868,0.026098,0.710024,0.751735,0.797934,0.036304
aus,streamed-read,i32,1,60,100,0,4096,0,1.047173,0.016613,1.041305,1.068713,1.101543,0.015865
aus,streamed-read,i32,1,60,100,0,512,0,1.876294,0.080674,1.854916,1.974529,2.133315,0.042996
aus,streamed-read,i32,1,60,100,0,8192,0,0.854506,0.04308,0.843292,0.866387,1.082043,0.050415
aus,streamed-read,i32,2,10,100,0,1024,0,0.71839,0.009054,0.717109,0.731636,0.748012,0.012604
aus,streamed-read,i32,2,10,100,0,16384,0,0.428721,0.014086,0.423203,0.445457,0.480457,0.032857
aus,streamed-read,i32,2,10,100,0,4096,0,0.492663,0.008652,0.489754,0.500808,0.522814,0.017563
aus,streamed-read,i32,2,10,100,0,512,0,0.820524,0.021446,0.813852,0.836321,0.92449,0.026137
aus,streamed-read,i32,2,10,100,0,8192,0,0.440959,0.015752,0.436124,0.454174,0.51121,0.035722
aus,streamed-read,i32,2,1,100,0,1024,0,0.073086,0.000999,0.072744,0.074369,0.076358,0.013669
aus,streamed-read,i32,2,1,100,0,16384,0,0.04797,0.00144,0.047758,0.049512,0.050925,0.030009
aus,streamed-read,i32,2,1,100,0,4096,0,0.05073,0.000965,0.050361,0.052114,0.053751,0.019025
aus,streamed-read,i32,2,1,100,0,512,0,0.08271,0.004991,0.080873,0.086775,0.105285,0.060348
aus,streamed-read,i32,2,1,100,0,8192,0,0.046605,0.002367,0.045675,0.0478,0.055665,0.050793
aus,streamed-read,i32,2,300,100,0,1024,0,25.469213,0.940581,25.16158,26.367345,29.56117,0.03693
aus,streamed-read,i32,2,300,100,0,16384,0,15.180004,0.250592,15.091247,15.520679,15.828163,0.016508
aus,streamed-read,i32,2,300,100,0,4096,0,17.966374,0.724554,17.688605,18.897502,20.537101,0.040328
aus,streamed-read,i32,2,300,100,0,512,0,27.863723,0.540283,27.694938,28.488459,29.970412,0.01939
aus,streamed-read,i32,2,300,100,0,8192,0,16.233727,1.089674,15.98083,17.370983,20.40389,0.067124
aus,streamed-read,i32,2,30,100,0,1024,0,2.222017,0.080152,2.201543,2.294787,2.508547,0.036072
aus,streamed-read,i32,2,30,100,0,16384,0,1.35425,0.061749,1.339041,1.452521,1.567211,0.045597
aus,streamed-read,i32,2,30,100,0,4096,0,1.547643,0.092847,1.520581,1.616758,1.888999,0.059992
aus,streamed-read,i32,2,30,100,0,512,0,2.651024,0.141501,2.608426,2.852051,3.008369,0.053376
aus,streamed-read,i32,2,30,100,0,8192,0,1.423751,0.123919,1.37298,1.597595,1.754148,0.087037
aus,streamed-read,i32,2,5,100,0,1024,0,0.365358,0.021657,0.357668,0.384759,0.4732,0.059275
aus,streamed-read,i32,2,5,100,0,16384,0,0.212232,0.007415,0.209456,0.218706,0.236027,0.034938
aus,streamed-read,i32,2,5,100,0,4096,0,0.244214,0.00656,0.242374,0.246859,0.277355,0.026863
aus,streamed-read,i32,2,5,100,0,512,0,0.406314,0.013547,0.402767,0.414373,0.428978,0.033341
aus,streamed-read,i32,2,5,100,0,8192,0,0.21898,0.006598,0.216794,0.226147,0.239924,0.03013
aus,streamed-read,i32,2,600,100,0,1024,0,50.995361,2.175729,50.422114,52.129429,61.796602,0.042665
aus,streamed-read,i32,2,600,100,0,16384,0,29.744058,0.658564,29.57671,30.535737,31.474121,0.022141
aus,streamed-read,i32,2,600,100,0,4096,0,34.537956,1.125336,34.330512,35.576934,37.184826,0.032583
aus,streamed-read,i32,2,600,100,0,512,0,54.6123,1.188763,54.291009,55.756749,59.844522,0.021767
aus,streamed-read,i32,2,600,100,0,8192,0,31.586194,0.980575,31.395781,32.679766,34.695431,0.031044
aus,streamed-read,i32,2,60,100,0,1024,0,4.943013,0.243035,4.91993,5.187839,5.577425,0.049167
aus,streamed-read,i32,2,60,100,0,16384,0,3.37458,0.274852,3.347927,3.632203,4.45271,0.081448
aus,streamed-read,i32,2,60,100,0,4096,0,3.886003,0.211246,3.894458,4.114736,4.416922,0.054361
aus,streamed-read,i32,2,60,100,0,512,0,5.712149,0.149923,5.717493,5.869525,6.111593,0.026246
aus,streamed-read,i32,2,60,100,0,8192,0,3.245216,0.196448,3.191449,3.52997,3.778643,0.060535
hound,streamed-read,f32,1,10,100,0,1024,0,1.676025,0.0924,1.650118,1.733527,2.083217,0.05513
hound,streamed-read,f32,1,10,100,0,16384,0,1.66325,0.060016,1.638533,1.746623,1.863039,0.036084
hound,streamed-read,f32,1,10,100,0,4096,0,1.750132,0.132887,1.696103,2.002234,2.163204,0.07593
hound,streamed-read,f32,1,10,100,0,512,0,1.739812,0.22716,1.690296,1.779777,3.159158,0.130566
hound,streamed-read,f32,1,10,100,0,8192,0,1.685081,0.049352,1.673127,1.757338,1.839623,0.029288
hound,streamed-read,f32,1,1,100,0,1024,0,0.176567,0.016361,0.171791,0.185722,0.253063,0.092665
hound,streamed-read,f32,1,1,100,0,16384,0,0.169848,0.003982,0.169309,0.172669,0.175978,0.023447
hound,streamed-read,f32,1,1,100,0,4096,0,0.16966,0.010358,0.16729,0.179527,0.209031,0.061054
hound,streamed-read,f32,1,1,100,0,512,0,0.172658,0.005757,0.170862,0.179123,0.195163,0.033345
hound,streamed-read,f32,1,1,100,0,8192,0,0.170079,0.009988,0.168051,0.176414,0.211648,0.058723
hound,streamed-read,f32,1,300,100,0,1024,0,53.109692,4.677365,51.211713,59.796143,69.428186,0.08807
hound,streamed-read,f32,1,300,100,0,16384,0,51.764042,2.627395,50.841282,53.935864,59.990852,0.050757
hound,streamed-read,f32,1,300,100,0,4096,0,52.236819,2.105078,51.837277,54.291369,61.305274,0.040299
hound,streamed-read,f32,1,300,100,0,512,0,52.683375,4.740064,50.735537,55.822724,71.182628,0.089973
hound,streamed-read,f32,1,300,100,0,8192,0,52.636633,4.58561,51.268132,55.410344,73.797392,0.087118
hound,streamed-read,f32,1,30,100,0,1024,0,5.202981,0.393122,5.104919,5.520719,6.711464,0.075557
hound,streamed-read,f32,1,30,100,0,16384,0,5.019102,0.228424,4.969398,5.243969,5.810804,0.045511
hound,streamed-read,f32,1,30,100,0,4096,0,5.243132,0.243875,5.165746,5.555972,6.029537,0.046513
hound,streamed-read,f32,1,30,100,0,512,0,5.092797,0.253403,4.991766,5.409949,5.870025,0.049757
hound,streamed-read,f32,1,30,100,0,8192,0,5.164564,0.307141,5.062498,5.519987,6.297541,0.059471
hound,streamed-read,f32,1,5,100,0,1024,0,0.903019,0.157471,0.837364,1.133057,1.455134,0.174383
hound,streamed-read,f32,1,5,100,0,16384,0,0.848405,0.034898,0.835459,0.890593,0.986741,0.041134
hound,streamed-read,f32,1,5,100,0,4096,0,0.862296,0.062084,0.837429,0.90442,1.105151,0.071999
hound,streamed-read,f32,1,5,100,0,512,0,0.865402,0.05369,0.850676,0.928263,1.050785,0.062041
hound,streamed-read,f32,1,5,100,0,8192,0,0.848764,0.066575,0.831806,0.864738,1.240629,0.078437
hound,streamed-read,f32,1,600,100,0,1024,0,104.399149,4.025885,103.405184,107.87279,121.702124,0.038562
hound,streamed-read,f32,1,600,100,0,16384,0,104.200074,3.356283,103.75313,108.849047,113.38125,0.03221
hound,streamed-read,f32,1,600,100,0,4096,0,105.097664,3.94409,104.260029,108.745341,123.55284,0.037528
hound,streamed-read,f32,1,600,100,0,512,0,105.234854,4.220416,103.795909,111.178652,115.199632,0.040105
hound,streamed-read,f32,1,600,100,0,8192,0,106.079619,6.964463,103.597149,114.817212,127.256069,0.065653
hound,streamed-read,f32,1,60,100,0,1024,0,10.439395,0.542928,10.37532,10.873964,11.999609,0.052008
